customer_id,cluster,recency_days,frequency_invoices,monetary,avg_order_value,avg_items_per_invoice,active_months,last_purchase
12438,0,49,1,890.0699999999999,18.16469387755102,11.959183673469388,1,2011-07-22 13:29:00
12439,1,592,2,1158.18,16.085833333333333,6.722222222222222,2,2010-01-26 12:11:00
12440,1,371,2,859.2,26.85,10.34375,2,2010-09-03 13:11:00
12441,1,276,1,347.1,15.77727272727273,11.0,1,2010-12-08 10:45:00
12443,1,641,1,485.31,23.11,8.666666666666666,1,2009-12-07 15:42:00
12444,0,31,2,2627.27,25.021619047619048,6.190476190476191,2,2011-08-10 08:41:00
12445,1,330,1,301.58000000000004,15.079000000000002,7.2,1,2010-10-15 12:28:00
12447,1,152,1,476.49,18.326538461538465,7.3076923076923075,1,2011-04-10 13:25:00
12449,0,1,5,3493.18,24.59985915492957,12.380281690140846,5,2011-09-09 09:13:00
12450,0,65,5,688.2,18.6,11.945945945945946,5,2011-07-06 14:41:00
12451,0,127,5,8942.18,25.403920454545457,19.571022727272727,4,2011-05-05 17:34:00
12453,0,43,1,707.09,16.443953488372095,11.0,1,2011-07-28 14:08:00
12454,2,305,4,13151.44,526.0576,267.88,2,2010-11-09 10:09:00
12455,3,37,9,5589.45,26.87235576923077,14.322115384615383,8,2011-08-04 11:07:00
12456,0,40,2,2265.4,26.34186046511628,12.476744186046512,2,2011-07-31 15:25:00
12457,0,143,4,1699.93,36.16872340425532,13.787234042553193,2,2011-04-20 10:10:00
12458,0,194,3,1272.01,19.56938461538461,11.538461538461538,3,2011-02-28 10:55:00
12459,1,514,1,454.36,19.754782608695653,11.217391304347826,1,2010-04-13 14:53:00
12460,1,365,1,326.65,18.147222222222226,9.444444444444445,1,2010-09-09 13:51:00
12461,0,3,2,826.88,23.62514285714286,8.2,2,2011-09-06 16:57:00
12462,1,212,1,762.11,19.05275,7.175,1,2011-02-09 14:44:00
12463,0,84,3,985.79,16.16049180327869,9.459016393442624,3,2011-06-17 14:28:00
12464,0,15,6,780.55,37.16904761904762,3.857142857142857,4,2011-08-25 13:33:00
12465,0,78,1,440.94,16.959230769230768,11.307692307692308,1,2011-06-23 13:37:00
12466,1,591,1,56.73,56.73,1.0,1,2010-01-26 16:26:00
12467,1,332,1,132.8,14.755555555555556,14.333333333333334,1,2010-10-12 15:41:00
12468,0,97,5,3670.74,24.4716,14.673333333333334,5,2011-06-05 11:36:00
12469,2,432,2,3070.54,40.40184210526316,33.578947368421055,2,2010-07-05 12:40:00
12470,1,599,1,211.95,9.215217391304348,4.130434782608695,1,2010-01-19 11:01:00
12471,3,16,68,31256.14,33.25121276595745,13.853191489361702,19,2011-08-24 16:13:00
12472,3,48,17,16236.08,19.77598051157125,12.533495736906213,14,2011-07-24 11:55:00
12473,0,24,2,1186.25,18.25,13.507692307692308,2,2011-08-17 12:04:00
12474,3,8,26,9410.72,17.656135084427767,11.078799249530956,15,2011-09-02 10:53:00
12475,1,319,1,426.26,17.0504,9.44,1,2010-10-26 08:49:00
12476,3,50,18,10490.66,26.22665,10.9225,10,2011-07-21 17:39:00
12477,3,10,6,15890.66,34.32107991360691,10.764578833693305,6,2011-08-31 09:11:00
12480,0,52,6,4328.17,21.42658415841584,11.589108910891088,6,2011-07-19 14:04:00
12481,3,89,13,10866.83,32.83030211480362,19.063444108761328,9,2011-06-13 10:52:00
12482,2,485,29,23691.4,116.1343137254902,132.55882352941177,3,2010-05-12 16:51:00
12483,3,8,17,4259.66,36.40735042735042,15.846153846153848,12,2011-09-02 11:42:00
12484,3,10,10,5491.58,13.361508515815084,7.150851581508515,7,2011-08-31 09:44:00
12485,1,438,1,708.1,20.826470588235296,12.176470588235292,1,2010-06-28 15:22:00
12486,1,341,1,1037.28,21.16897959183673,10.673469387755102,1,2010-10-04 12:14:00
12487,2,640,1,285.29999999999995,142.64999999999998,87.0,1,2009-12-09 11:36:00
12489,1,245,1,334.93,22.328666666666667,7.0,1,2011-01-07 13:13:00
12490,3,2,17,7958.3,20.83324607329843,12.701570680628272,15,2011-09-07 13:22:00
12492,0,14,2,578.39,18.65774193548387,10.35483870967742,2,2011-08-26 14:51:00
12493,0,75,2,433.74,19.715454545454545,9.409090909090908,2,2011-06-27 10:17:00
12494,0,71,7,1495.63,17.59564705882353,7.588235294117647,6,2011-07-01 12:17:00
12495,1,550,1,357.4,21.023529411764702,7.647058823529412,1,2010-03-09 10:53:00
12496,1,529,2,54.09,4.160769230769231,2.5384615384615383,1,2010-03-29 14:06:00
12497,2,310,2,5205.400000000001,121.05581395348838,103.46511627906976,2,2010-11-04 12:31:00
12499,1,469,1,393.72,14.582222222222224,11.185185185185183,1,2010-05-28 15:12:00
12500,3,16,14,3471.23,29.66863247863248,16.82905982905983,10,2011-08-25 12:50:00
12501,0,246,1,2169.39,14.5596644295302,11.966442953020136,1,2011-01-07 12:28:00
12502,0,5,5,3723.87,25.332448979591835,5.578231292517007,5,2011-09-05 11:52:00
12503,2,493,1,1126.0,563.0,280.5,1,2010-05-04 13:59:00
12504,1,326,2,297.0,27.0,33.45454545454545,2,2010-10-18 15:09:00
12505,1,318,1,955.2,22.742857142857144,7.714285714285714,1,2010-10-27 09:18:00
12506,1,142,1,73.5,3.1956521739130435,1.0,1,2011-04-21 08:54:00
12507,0,43,4,1844.06,37.6338775510204,25.632653061224488,3,2011-07-28 17:09:00
12509,1,193,1,176.5,25.214285714285715,7.857142857142857,1,2011-02-28 14:45:00
12510,3,52,9,5178.02,35.71048275862069,14.13103448275862,7,2011-07-20 10:15:00
12511,1,338,1,3084.02,16.231684210526314,9.226315789473684,1,2010-10-07 10:39:00
12513,0,22,1,612.29,17.494,13.2,1,2011-08-19 10:51:00
12514,0,176,2,1597.76,19.02095238095238,10.0,2,2011-03-17 16:38:00
12515,1,262,1,383.7,23.98125,8.1875,1,2010-12-21 15:43:00
12516,0,90,3,1919.76,31.471475409836067,23.311475409836067,3,2011-06-12 11:37:00
12517,0,35,2,1538.7,8.3625,4.570652173913044,2,2011-08-05 15:02:00
12518,0,19,1,324.83,18.04611111111111,10.38888888888889,1,2011-08-21 13:18:00
12519,1,386,1,385.7,17.53181818181818,9.636363636363637,1,2010-08-20 08:21:00
12520,0,51,4,2045.85,16.90785123966942,9.082644628099173,3,2011-07-20 14:38:00
12521,0,52,1,599.68,15.781052631578946,8.131578947368421,1,2011-07-20 10:51:00
12523,3,17,19,3600.13,17.39193236714976,9.516908212560386,15,2011-08-24 10:13:00
12524,3,71,15,9762.87,46.05127358490566,27.2122641509434,11,2011-06-30 15:30:00
12525,1,407,3,973.73,16.228833333333334,8.483333333333333,3,2010-07-29 16:08:00
12526,0,3,1,520.3,17.941379310344825,10.96551724137931,1,2011-09-06 14:19:00
12527,0,204,4,671.72,23.16275862068965,17.689655172413794,4,2011-02-18 09:41:00
12528,0,24,4,1287.37,19.805692307692308,7.738461538461538,4,2011-08-17 12:30:00
12529,1,437,1,316.48,15.07047619047619,9.142857142857142,1,2010-06-29 13:10:00
12530,3,33,8,3318.63,24.04804347826087,17.391304347826086,8,2011-08-08 10:59:00
12531,1,595,1,1807.98,16.43618181818182,9.763636363636364,1,2010-01-22 14:17:00
12533,1,537,2,1367.89,18.998472222222222,9.77777777777778,2,2010-03-22 10:56:00
12534,0,40,1,1089.18,17.28857142857143,10.333333333333334,1,2011-08-01 10:26:00
12535,0,1,2,716.35,21.069117647058825,6.441176470588236,2,2011-09-09 08:48:00
12537,1,318,1,732.94,17.04511627906977,10.44186046511628,1,2010-10-27 08:36:00
12538,1,287,1,276.5,21.26923076923077,11.153846153846152,1,2010-11-26 13:02:00
12539,0,171,6,10164.09,22.04791757049892,8.869848156182213,4,2011-03-22 16:00:00
12540,3,1,27,18101.11,29.480635179153097,14.278501628664497,20,2011-09-08 13:38:00
12541,0,82,2,536.14,19.14785714285714,14.964285714285714,2,2011-06-19 15:59:00
12542,1,393,2,481.88,12.355897435897436,13.384615384615383,2,2010-08-12 19:12:00
12543,1,357,1,980.25,22.796511627906977,16.0,1,2010-09-17 15:51:00
12545,1,169,1,628.15,18.475,10.176470588235292,1,2011-03-25 12:04:00
12547,0,107,3,383.58,18.265714285714285,14.714285714285714,3,2011-05-26 12:38:00
12548,1,75,1,95.2,19.04,9.8,1,2011-06-26 15:35:00
12549,2,485,6,1575.68,32.15673469387755,27.877551020408163,2,2010-05-13 12:05:00
12551,1,267,1,168.0,16.8,10.0,1,2010-12-17 11:23:00
12553,3,19,9,3336.06,18.33,9.4010989010989,8,2011-08-21 14:42:00
12554,1,358,1,468.5,18.01923076923077,9.23076923076923,1,2010-09-17 12:29:00
12555,1,591,1,129.23,129.23,1.0,1,2010-01-26 16:26:00
12556,1,60,1,312.9,4.670149253731343,2.4776119402985075,1,2011-07-11 13:35:00
12557,2,67,7,15726.14,291.2248148148148,108.55555555555556,7,2011-07-04 13:19:00
12559,0,220,2,561.71,26.74809523809524,13.476190476190476,2,2011-02-02 09:49:00
12560,0,21,2,1436.31,18.653376623376623,10.64935064935065,2,2011-08-19 15:22:00
12561,1,212,1,238.85,14.928125,11.0625,1,2011-02-10 11:39:00
12562,0,36,5,2790.41,23.84965811965812,11.316239316239315,5,2011-08-05 08:40:00
12563,1,318,1,249.24,19.17230769230769,8.692307692307692,1,2010-10-27 09:52:00
12564,1,170,1,456.9,21.757142857142856,6.333333333333333,1,2011-03-23 14:55:00
12565,1,198,1,145.92,16.21333333333333,8.88888888888889,1,2011-02-24 10:34:00
12567,3,5,14,12158.56,21.78953405017921,9.523297491039427,11,2011-09-04 14:22:00
12568,1,554,1,70.0,14.0,9.6,1,2010-03-05 09:15:00
12569,3,1,15,2167.68,23.56173913043478,9.315217391304348,6,2011-09-08 15:22:00
12570,1,591,1,77.52,77.52,1.0,1,2010-01-26 17:28:00
12571,0,31,1,248.35,17.739285714285714,14.071428571428571,1,2011-08-10 12:35:00
12573,0,136,5,717.41,6.028655462184874,4.025210084033613,4,2011-04-26 15:52:00
12574,1,225,1,218.45,19.85909090909091,5.545454545454546,1,2011-01-28 09:20:00
12575,1,366,2,622.8199999999999,16.389999999999997,8.289473684210526,2,2010-09-08 13:09:00
12576,0,5,7,1763.44,15.202068965517242,10.275862068965518,7,2011-09-05 10:06:00
12577,0,268,6,1191.84,5.368648648648648,3.869369369369369,4,2010-12-15 16:21:00
12578,0,239,3,3456.6,27.0046875,15.09375,3,2011-01-13 15:34:00
12580,0,156,2,1052.9,18.153448275862072,9.810344827586206,2,2011-04-07 10:24:00
12582,0,148,4,1980.4,19.22718446601942,9.563106796116504,4,2011-04-15 08:45:00
12583,3,16,21,11398.27,31.22813698630137,20.23835616438356,18,2011-08-25 12:26:00
12584,0,36,4,782.59,23.017352941176476,4.0588235294117645,4,2011-08-04 17:07:00
12585,0,143,2,2040.1,23.44942528735632,14.701149425287356,2,2011-04-19 13:39:00
12586,0,284,3,1865.73,22.47867469879518,7.325301204819277,3,2010-11-30 10:47:00
12588,1,308,3,743.88,20.66333333333333,10.694444444444445,2,2010-11-05 12:53:00
12589,0,54,7,4180.48,26.970838709677416,9.941935483870967,4,2011-07-18 12:05:00
12590,2,120,2,9864.26,145.06264705882353,62.98529411764706,1,2011-05-12 14:52:00
12591,0,226,3,1352.15,19.596376811594205,9.81159420289855,3,2011-01-26 14:35:00
12592,0,1,5,2582.66,31.88469135802469,23.14814814814815,3,2011-09-08 15:04:00
12593,0,18,3,418.1,19.909523809523808,9.80952380952381,2,2011-08-23 12:43:00
12594,3,30,13,4281.79,24.607988505747127,13.971264367816092,12,2011-08-10 14:26:00
12595,1,414,1,299.02,15.737894736842104,14.263157894736842,1,2010-07-23 09:10:00
12596,1,151,1,269.95,17.996666666666666,10.4,1,2011-04-11 13:22:00
12597,0,92,2,1428.81,18.318076923076923,8.653846153846153,2,2011-06-09 16:04:00
12598,0,71,7,3095.39,22.594087591240875,13.963503649635037,5,2011-07-01 11:43:00
12599,3,36,12,2121.18,17.825042016806723,16.65546218487395,10,2011-08-05 12:38:00
12600,3,22,19,4381.4400000000005,37.44820512820513,10.11965811965812,15,2011-08-19 11:23:00
12601,0,99,6,681.26,20.03705882352941,8.529411764705882,6,2011-06-03 10:17:00
12604,1,171,1,178.5,17.85,13.7,1,2011-03-23 12:06:00
12605,0,285,4,1232.95,16.223026315789475,12.223684210526317,3,2010-11-28 14:18:00
12606,1,591,1,21.0,21.0,1.0,1,2010-01-26 16:23:00
12608,1,314,1,415.79,25.986875,20.1875,1,2010-10-31 10:49:00
12609,0,95,8,3109.74,19.681898734177217,9.00632911392405,8,2011-06-06 15:31:00
12610,0,15,2,1256.25,17.447916666666668,8.680555555555555,1,2011-08-25 12:57:00
12613,3,107,9,4953.21,19.972620967741936,13.21774193548387,7,2011-05-26 09:18:00
12614,1,187,1,315.6,15.78,3.8,1,2011-03-07 10:22:00
12615,0,77,5,4084.53,20.839438775510207,12.010204081632653,4,2011-06-24 13:35:00
12616,0,4,3,1131.1,20.946296296296296,9.22222222222222,3,2011-09-05 15:17:00
12619,2,25,6,2227.6,45.46122448979592,38.69387755102041,5,2011-08-15 13:22:00
12620,0,114,1,561.66,17.02,13.151515151515152,1,2011-05-19 12:10:00
12621,3,9,30,21281.18,32.79072419106318,18.385208012326657,17,2011-08-31 15:30:00
12622,1,141,1,180.1,16.37272727272727,6.2727272727272725,1,2011-04-21 16:39:00
12623,0,185,7,3747.84,21.66381502890173,11.393063583815028,7,2011-03-08 13:50:00
12624,0,15,2,641.13,16.87184210526316,9.342105263157896,2,2011-08-25 15:04:00
12625,0,121,4,5164.88,28.22338797814208,18.081967213114755,4,2011-05-12 09:54:00
12626,0,22,6,4774.0,23.1747572815534,11.344660194174756,4,2011-08-19 11:46:00
12627,0,5,5,2727.83,19.346312056737588,11.170212765957446,3,2011-09-04 14:09:00
12629,0,295,2,1558.22,34.62711111111111,16.044444444444444,2,2010-11-19 09:18:00
12631,0,365,5,2841.07,18.69125,9.019736842105264,4,2010-09-09 14:50:00
12632,1,430,2,804.88,22.99657142857143,19.82857142857143,2,2010-07-07 09:39:00
12633,0,39,6,5462.93,18.772955326460483,10.804123711340209,6,2011-08-02 09:35:00
12634,1,445,2,490.0,24.5,16.85,1,2010-06-22 10:05:00
12635,0,64,3,1924.87,16.312457627118643,9.966101694915254,3,2011-07-08 08:43:00
12636,1,648,1,141.0,141.0,1.0,1,2009-12-01 09:55:00
12637,3,1,11,7981.91,14.304498207885304,7.39426523297491,8,2011-09-09 11:48:00
12638,1,549,1,249.8,27.75555555555556,9.555555555555555,1,2010-03-10 10:30:00
12639,0,148,3,1312.37,20.50578125,9.859375,3,2011-04-15 12:48:00
12641,1,24,1,185.9,18.59,7.2,1,2011-08-16 13:26:00
12642,0,17,1,366.45,15.26875,11.541666666666666,1,2011-08-24 09:23:00
12643,2,37,12,8350.42,160.585,92.01923076923076,10,2011-08-03 12:56:00
12644,0,39,4,1918.49,17.283693693693692,9.297297297297296,4,2011-08-02 10:33:00
12645,0,19,7,3074.98,21.06150684931507,12.780821917808218,7,2011-08-22 12:40:00
12647,3,35,33,17088.24,32.79892514395394,12.449136276391554,17,2011-08-05 13:49:00
12648,0,64,4,1112.0,17.107692307692307,7.969230769230769,4,2011-07-08 11:55:00
12649,0,16,8,2294.65,19.44618644067797,16.60169491525424,6,2011-08-24 14:41:00
12651,0,244,4,377.75,12.591666666666669,8.833333333333334,4,2011-01-09 12:46:00
12652,0,240,2,1017.03,19.941764705882356,10.509803921568627,2,2011-01-12 15:00:00
12653,0,58,3,4160.83,48.38174418604651,19.546511627906977,3,2011-07-14 10:41:00
12654,0,107,3,337.75,15.352272727272728,6.863636363636363,2,2011-05-26 10:43:00
12655,1,333,1,261.35,16.334375,5.0,1,2010-10-12 09:17:00
12656,0,25,6,5177.33,27.24910526315789,12.721052631578948,6,2011-08-15 12:53:00
12661,1,345,1,162.0,14.727272727272728,19.63636363636364,1,2010-09-29 16:46:00
12662,3,16,16,5791.900000000001,17.393093093093096,8.777777777777779,14,2011-08-24 13:42:00
12663,1,534,2,239.4,23.94,18.1,2,2010-03-25 09:40:00
12664,2,53,5,3145.64,120.98615384615384,30.653846153846157,5,2011-07-19 12:43:00
12665,1,234,3,313.6,18.447058823529414,9.705882352941176,3,2011-01-19 08:34:00
12666,1,303,1,1248.42,40.27161290322581,11.935483870967742,1,2010-11-10 16:40:00
12668,3,168,9,10562.0,21.08183632734531,9.532934131736528,8,2011-03-25 14:53:00
12669,0,60,3,2744.03,27.16861386138613,11.03960396039604,3,2011-07-12 09:54:00
12670,0,8,5,2398.71,29.613703703703703,12.234567901234568,5,2011-09-02 09:51:00
12671,2,515,1,2622.481,58.27735555555556,32.44444444444444,1,2010-04-12 16:30:00
12672,1,239,2,437.05,19.86590909090909,6.2727272727272725,2,2011-01-14 09:20:00
12673,0,236,2,840.4,15.28,9.454545454545457,2,2011-01-17 11:46:00
12674,0,1,3,1402.0,23.76271186440678,13.33898305084746,3,2011-09-09 10:51:00
12675,1,463,2,958.5,8.482300884955752,2.982300884955752,2,2010-06-04 09:49:00
12676,0,33,9,2509.75,27.279891304347824,18.380434782608692,6,2011-08-08 10:01:00
12677,1,464,2,395.1,18.81428571428572,8.380952380952381,2,2010-06-02 14:30:00
12678,3,10,18,24934.98,82.02296052631579,54.75,14,2011-08-31 11:22:00
12679,0,115,2,906.38,20.599545454545453,9.25,2,2011-05-18 12:18:00
12680,0,22,1,311.78,15.589,11.5,1,2011-08-18 15:44:00
12681,3,61,38,26947.32,20.71277478862413,11.897770945426595,18,2011-07-11 11:39:00
12682,3,10,41,19965.61,22.97538550057537,10.32681242807825,21,2011-08-31 12:18:00
12683,3,2,18,10842.4,23.21713062098501,14.295503211991434,11,2011-09-08 10:35:00
12684,0,80,4,1379.48,23.784137931034483,21.96551724137931,2,2011-06-22 11:20:00
12685,0,2,2,1606.42,17.84911111111111,10.188888888888888,1,2011-09-08 10:32:00
12686,1,281,1,178.28,12.734285714285717,15.285714285714286,1,2010-12-03 09:51:00
12687,1,390,2,2138.91,16.97547619047619,11.134920634920634,1,2010-08-16 12:12:00
12688,0,23,1,4873.81,28.501812865497072,17.707602339181285,1,2011-08-18 08:49:00
12689,0,37,1,511.03,15.030294117647058,8.264705882352942,1,2011-08-04 10:04:00
12690,1,115,1,389.01,24.313125,6.625,1,2011-05-18 09:09:00
12691,0,54,5,690.9,24.675,8.892857142857142,4,2011-07-17 14:56:00
12692,1,546,1,110.95,8.534615384615385,2.769230769230769,1,2010-03-12 14:02:00
12693,0,36,7,1703.02,21.557215189873418,6.784810126582278,7,2011-08-04 17:51:00
12694,0,92,2,1413.18,21.411818181818184,17.71212121212121,2,2011-06-09 17:48:00
12695,0,16,5,1158.92,22.723921568627453,7.96078431372549,5,2011-08-24 12:58:00
12696,1,344,2,851.91,17.38591836734694,11.510204081632653,2,2010-10-01 10:43:00
12697,0,40,2,733.91,25.307241379310344,12.379310344827584,2,2011-07-31 14:17:00
12698,1,499,1,339.75,21.234375,6.9375,1,2010-04-28 15:51:00
12699,1,327,1,638.11,15.563658536585368,9.097560975609756,1,2010-10-18 12:07:00
12700,0,65,2,2149.05,17.61516393442623,11.278688524590164,2,2011-07-06 13:14:00
12701,0,151,5,1985.78,17.267652173913042,11.26086956521739,3,2011-04-11 13:02:00
12703,1,542,3,722.98,13.6411320754717,8.132075471698114,2,2010-03-16 13:22:00
12704,0,15,3,1100.92,22.0184,9.3,2,2011-08-26 08:59:00
12705,3,67,9,9056.33,19.227876857749468,12.292993630573248,8,2011-07-04 14:36:00
12707,1,201,1,603.42,18.285454545454545,7.757575757575758,1,2011-02-21 08:38:00
12708,3,11,15,4632.96,17.032941176470587,8.099264705882353,14,2011-08-30 08:15:00
12709,3,5,30,28587.61,66.17502314814816,29.86574074074074,18,2011-09-04 14:06:00
12710,0,6,3,1149.02,14.922337662337664,11.051948051948052,3,2011-09-04 12:00:00
12711,1,521,2,1339.05,22.3175,12.833333333333334,2,2010-04-07 11:59:00
12712,3,16,19,6710.610000000001,26.11132295719845,8.67704280155642,16,2011-08-25 09:18:00
12714,3,16,11,12774.55,20.341640127388533,12.679936305732484,11,2011-08-25 09:55:00
