customer_id,churn_risk,clv_12m,priority_score,priority_score_norm,cluster_name,recommended_action
16013,0.4721049783549784,20531.65104055758,9693.094670094406,12.14337144873075,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13881,0.4721049783549784,19881.565230267865,9386.185922698702,11.876355299718778,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13408,0.4721049783549784,19362.07113852457,9140.930175760694,11.662978373755802,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12346,0.7194666257166258,12662.645397245216,9110.350756602178,11.63637372722156,Wholesale Buyers,🔴 IMMEDIATE RETENTION (High Risk + High Value)
13777,0.4721049783549784,18874.88986606001,8910.929471668862,11.46287361037654,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16705,0.4721049783549784,18317.0542908571,8647.572519512056,11.233748309201024,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15039,0.4721049783549784,18254.96289100924,8618.25886053085,11.208244896864198,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16333,0.4721049783549784,17744.939225289403,8377.47414886566,10.998757852277285,Wholesale Buyers,🔵 MONITOR (Low Risk)
17404,0.4721049783549784,17476.518475729397,8250.751376704608,10.888506753533141,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12748,0.4721049783549784,17439.49705258932,8233.27337853439,10.873300579699869,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17389,0.4721049783549784,16263.646924693723,7678.148679355541,10.390332073086881,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13098,0.4230702293202293,16907.813100420568,7153.192365698507,9.933610606326287,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17677,0.4721049783549784,15123.355977636054,7139.811646476503,9.921969139121495,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14031,0.4721049783549784,15096.042057589151,7126.91660884397,9.910750223664635,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17675,0.4721049783549784,15030.832318581814,7096.130766421376,9.883965985165327,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12901,0.4632260101010101,15038.774086961028,6966.351317113418,9.771055522139568,Wholesale Buyers,🔵 MONITOR (Low Risk)
12471,0.4721049783549784,14543.8134612845,6866.206739338562,9.6839279321677,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17940,0.4903244400527009,13631.8625077384,6684.035350982239,9.525435536653296,Wholesale Buyers,🔵 MONITOR (Low Risk)
12921,0.4721049783549784,13682.86680165714,6459.749535230396,9.33030282926633,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15856,0.4721049783549784,13618.890563651452,6429.546034771488,9.304025238784945,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16779,0.4721049783549784,13448.31977137321,6349.018714574977,9.233965016938603,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12830,0.4721049783549784,13341.12819799925,6298.413039147427,9.189937166036744,Wholesale Buyers,🔵 MONITOR (Low Risk)
14606,0.4721049783549784,13267.695384136832,6263.745042148365,9.159775382994722,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16210,0.4721049783549784,13205.31869220892,6234.296695355884,9.134154789831376,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12709,0.4632260101010101,13335.858239627109,6177.5164036151455,9.08475491130383,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12753,0.4316287878787879,14172.812036119769,6117.393679984271,9.03244705671105,Wholesale Buyers,🔵 MONITOR (Low Risk)
13767,0.4721049783549784,12890.372912276716,6085.609224737999,9.00479400703319,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13802,0.4632260101010101,13037.939405200616,6039.512650609818,8.964689155637467,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14258,0.4632260101010101,12629.032795722998,5850.09647339757,8.79989366307181,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15513,0.4632260101010101,11972.69559224752,5546.064009350769,8.535379932481627,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12678,0.4632260101010101,11958.067899106873,5539.288081420244,8.529484752896996,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17428,0.4721049783549784,11597.65459729265,5475.310472623362,8.473823078640732,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14527,0.4721049783549784,11461.737018561887,5411.143107058614,8.417996312571887,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14733,0.4054383116883116,13195.597751429945,5350.000874057838,8.36480146642822,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12681,0.4721049783549784,11175.048596592753,5275.796075810254,8.300241952779903,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13078,0.4721049783549784,10989.583081959196,5188.236883038583,8.224063874889069,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14062,0.4632260101010101,11118.274180226354,5150.273787715333,8.191035296838411,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12621,0.4632260101010101,10846.256717040458,5024.268223565932,8.081408182007843,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17920,0.4721049783549784,10561.056754310506,4985.92747039946,8.048051034817998,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17865,0.4721049783549784,10522.105057577415,4967.538180456394,8.032052020696282,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16133,0.4632260101010101,10563.634094172923,4893.350073610722,7.967507028868857,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16525,0.4721049783549784,10177.811894657098,4804.99566422813,7.89063709817526,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15498,0.4721049783549784,10163.161460546093,4798.079121349264,7.884619581047897,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13340,0.4632260101010101,10306.630072722088,4774.299126174136,7.863930556088309,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17735,0.45215888671077353,10549.7820198177,4770.177693122107,7.8603448349536,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14895,0.4632260101010101,10277.474630875577,4760.793567174845,7.852180476024298,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12939,0.4632260101010101,10208.356666186415,4728.7763281655825,7.824324900271592,Wholesale Buyers,🔵 MONITOR (Low Risk)
13001,0.4632260101010101,9536.324086499742,4417.473357619436,7.55348569781625,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15189,0.4632260101010101,9520.099013737916,4409.9574819003765,7.546946750301769,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15251,0.45215888671077353,9693.97941631313,4383.2189406772995,7.5236837368876275,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13113,0.4632260101010101,9376.569615888262,4343.470931602281,7.489102251660619,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16180,0.4230702293202293,10216.169948585772,4322.157362922618,7.470559062263647,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12682,0.4632260101010101,9228.991952548558,4275.109119433399,7.429626241349059,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15640,0.45215888671077353,9414.597872158669,4256.894092704882,7.413778839368926,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12744,0.4230702293202293,9884.30830221864,4181.756580091486,7.348407847389672,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17706,0.4632260101010101,8995.940135474011,4167.153456063166,7.335702865942667,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15159,0.4230702293202293,9825.448236641709,4156.85463865005,7.326742708930646,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12409,0.4230702293202293,9760.105045648195,4129.209879851909,7.302691269871703,Wholesale Buyers,🔵 MONITOR (Low Risk)
12731,0.45215888671077353,9126.270568339514,4126.524340001693,7.300354801736115,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13319,0.4632260101010101,8732.272464370857,4045.015732785427,7.2294408424733145,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14667,0.4632260101010101,8713.428882064323,4036.2868953375614,7.221846596364467,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15125,0.45215888671077353,8889.44870923826,4019.443231841695,7.207192305145714,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16843,0.4632260101010101,8497.359175087311,3936.1977870709056,7.134767265865792,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15615,0.4632260101010101,8486.478956856285,3931.157786990719,7.130382374839221,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16839,0.4632260101010101,8461.726696887354,3919.6918963643284,7.1204068430695004,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16672,0.4230702293202293,9248.825653637428,3912.9027902272064,7.1145001982073035,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13027,0.4632260101010101,8430.410722068396,3905.1855222965187,7.107786035834184,Wholesale Buyers,🔵 MONITOR (Low Risk)
12540,0.4632260101010101,8411.174759191063,3896.2749239624004,7.100033654474061,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17857,0.4632260101010101,8384.62445251211,3883.9761313325507,7.089333482929961,Wholesale Buyers,🔵 MONITOR (Low Risk)
12590,0.4721049783549784,8050.960689840453,3800.8986222139088,7.01705455069814,Wholesale Buyers,🔵 MONITOR (Low Risk)
12647,0.4632260101010101,8202.23015268857,3799.486347560125,7.015825846262048,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12428,0.4230702293202293,8827.805050800484,3734.781507236439,6.959531467453127,Regular Customers,🔵 MONITOR (Low Risk)
17340,0.4230702293202293,8811.071488224656,3727.702035080139,6.953372198914014,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12433,0.4054383116883116,9151.461864159655,3710.3532476848595,6.9382784407868066,Regular Customers,🔵 MONITOR (Low Risk)
17243,0.4721049783549784,7769.062142276432,3667.812914517897,6.901267583206773,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16729,0.45215888671077353,8066.655060485227,3647.409771628828,6.88351648067806,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14051,0.4632260101010101,7443.296904517187,3447.9287270766954,6.709964371886189,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13564,0.4632260101010101,7413.425462448478,3434.091498151244,6.697925733000776,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16019,0.45215888671077353,7575.068951089149,3425.1347436818164,6.690133194969956,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17139,0.45215888671077353,7542.463406587123,3410.391856979182,6.677306617474002,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15939,0.4230702293202293,8041.697622791596,3402.2028573983835,6.67018204005195,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16746,0.4632260101010101,7327.498830965251,3394.288047487849,6.663296012591326,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
18172,0.4632260101010101,7299.665405685127,3381.3948809478925,6.652078725018774,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16652,0.4149621212121212,8055.46613483596,3342.713314663937,6.618425064266067,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13458,0.37856130321621123,8774.06401646393,3321.5211085750498,6.5999874625133,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17377,0.4721049783549784,7033.683315022335,3320.636909194392,6.599218193094994,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15768,0.4632260101010101,7147.336576991307,3310.8322054086943,6.590687923856089,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17416,0.45215888671077353,7274.190491711259,3289.089874454257,6.571771703542198,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16656,0.4632260101010101,7080.312782279614,3279.7850404025676,6.563676329993023,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12477,0.4054383116883116,8059.720889299539,3267.7196300366227,6.553179205230365,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12980,0.4632260101010101,7049.37217124588,3265.4525446033235,6.551206799989337,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
18008,0.4632260101010101,6997.162759690473,3241.2677871987908,6.530165624585428,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12757,0.45215888671077353,7097.880571261779,3209.369777107755,6.502413780143302,Regular Customers,🔵 MONITOR (Low Risk)
15078,0.4632260101010101,6817.744576827386,3158.1566182115494,6.457857407660468,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12557,0.4632260101010101,6794.648852293231,3147.458077885201,6.448549484500142,Wholesale Buyers,🔵 MONITOR (Low Risk)
12627,0.4230702293202293,7358.21859894315,3113.043230043255,6.418607945793389,Regular Customers,🔵 MONITOR (Low Risk)
12472,0.4230702293202293,7354.244631609111,3111.3619627719318,6.417145212925532,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16553,0.4632260101010101,6707.055739765823,3106.882669856801,6.413248147251633,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
18087,0.4632260101010101,6697.932224603338,3102.6564203299868,6.409571233892242,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14543,0.4632260101010101,6694.814085755396,3101.212017312514,6.408314577199921,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17306,0.4632260101010101,6694.577042343402,3101.102212638555,6.408219045151934,Wholesale Buyers,🔵 MONITOR (Low Risk)
14849,0.4632260101010101,6664.751736605311,3087.2863552614563,6.396198999899279,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17589,0.45215888671077353,6789.247992072869,3069.8188136990234,6.3810019235034945,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
18073,0.45215888671077353,6781.108738973731,3066.1385780790597,6.3778000520969655,Wholesale Buyers,🔵 MONITOR (Low Risk)
12949,0.45215888671077353,6750.472247443462,3052.286016176009,6.365748073244329,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15358,0.4632260101010101,6582.938900712465,3049.3885217157645,6.363227200772875,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17581,0.4632260101010101,6552.648793335932,3035.3573561302023,6.351019833493194,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14056,0.45215888671077353,6652.036864462374,3007.7775829943316,6.327024933133221,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17716,0.45215888671077353,6610.090773041245,2988.8112849954855,6.310523911589722,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14961,0.45215888671077353,6553.49333490068,2963.220250375166,6.288259249629012,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13225,0.4632260101010101,6359.736752919373,2945.9954813475947,6.2732733897198685,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12685,0.45215888671077353,6464.021223734376,2922.764640198547,6.253062138673543,Regular Customers,🔵 MONITOR (Low Risk)
16745,0.4054383116883116,7178.063695935922,2910.2620260714225,6.24218463874845,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16814,0.4632260101010101,6271.252556589529,2905.007300124727,6.237612932342861,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17061,0.4149621212121212,6994.430166522457,2902.423578570209,6.235365047962045,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15044,0.4632260101010101,6231.92270534043,2886.7886900527405,6.221762412789242,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12971,0.4632260101010101,6179.372271169906,2862.4459621028523,6.20058380015998,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15093,0.45215888671077353,6302.833959382278,2849.8823861971478,6.1896532623873455,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17315,0.4632260101010101,6130.70655683818,2839.902737424252,6.18097078785235,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14194,0.45215888671077353,6263.252719317845,2831.9853767549816,6.174082541185593,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15601,0.45215888671077353,6256.314032728448,2828.8479879514853,6.17135295630614,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12476,0.4149621212121212,6734.286056665821,2794.4736269232603,6.141446641857989,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14364,0.45215888671077353,6166.587216930827,2788.27721081233,6.136055648014848,Wholesale Buyers,🔵 MONITOR (Low Risk)
15291,0.4632260101010101,5966.402302578837,2763.7927332810746,6.114753710691645,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14277,0.45215888671077353,6069.591263095409,2744.419628310658,6.097898759741239,Wholesale Buyers,🔵 MONITOR (Low Risk)
13488,0.4230702293202293,6454.820935143147,2730.842573252028,6.086086476815315,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13090,0.4054383116883116,6676.572875251373,2706.938434405893,6.0652894446215315,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
18092,0.4632260101010101,5837.6770611627935,2704.163853300631,6.062875508987128,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15005,0.4721049783549784,5722.946381492488,2701.831477561213,6.060846300001483,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15738,0.4632260101010101,5823.924131457664,2697.7931385461243,6.05733287217851,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13468,0.4632260101010101,5813.548416054478,2692.986837297963,6.053151303353361,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15281,0.4230702293202293,6352.856705116632,2687.7045430722496,6.048555612047503,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13069,0.4632260101010101,5792.301235984026,2683.1445908480296,6.0445883713190405,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17133,0.45215888671077353,5925.686064362221,2679.351613859567,6.041288412887277,Wholesale Buyers,🔵 MONITOR (Low Risk)
18055,0.4149621212121212,6438.801464987638,2671.858713974984,6.034769454763434,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13629,0.4632260101010101,5696.326833469943,2638.6867512996027,6.005909248581923,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13102,0.4632260101010101,5695.362549906275,2638.2400700717985,6.0055206278524835,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14367,0.4263442350332594,6143.935714880068,2619.4315724540643,5.989156895488371,Regular Customers,🔵 MONITOR (Low Risk)
16033,0.4632260101010101,5565.609903915858,2578.135269569609,5.953228366705116,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12567,0.4230702293202293,6092.723540259641,2577.6499453624056,5.952806125886211,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16923,0.4632260101010101,5549.539014438229,2570.6908155581127,5.946751557365161,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
18226,0.45215888671077353,5676.778205176583,2566.8057133566267,5.943371448335485,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17338,0.45215888671077353,5597.676779648219,2531.0393008524866,5.912254023980957,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13097,0.4632260101010101,5461.229924477522,2529.7837481599636,5.91116167047952,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16187,0.37856130321621123,6663.559387731921,2522.5657258784145,5.904881860831029,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14040,0.4632260101010101,5440.116711284874,2520.0035586523213,5.9026527291049335,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13668,0.4632260101010101,5415.544323909222,2508.620989689641,5.892749688686344,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14299,0.4230702293202293,5928.170974488622,2508.032653626429,5.892237825693656,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14439,0.7194666257166258,3484.306477202022,2506.842224115122,5.891202130535156,Wholesale Buyers,🔴 IMMEDIATE RETENTION (High Risk + High Value)
14866,0.4632260101010101,5409.385783872256,2505.76819376027,5.890267704743424,Wholesale Buyers,🔵 MONITOR (Low Risk)
16713,0.4632260101010101,5397.726064910099,2500.3671086665313,5.885568663238568,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14045,0.4632260101010101,5390.409554903866,2496.9779109284796,5.88262000004166,Wholesale Buyers,🔵 MONITOR (Low Risk)
15032,0.4632260101010101,5321.931463741337,2465.257077979928,5.855022302911009,Wholesale Buyers,🔵 MONITOR (Low Risk)
13178,0.4230702293202293,5818.16567612468,2461.4926868211555,5.851747214666965,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13199,0.4632260101010101,5309.481886171876,2459.4901098349837,5.850004936548517,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16041,0.4903244400527009,4998.629525262999,2450.950223005478,5.842575080887633,Wholesale Buyers,🔵 MONITOR (Low Risk)
16549,0.4632260101010101,5285.802467898907,2448.521187386883,5.840461776062685,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13013,0.45215888671077353,5382.825288286364,2433.892289710161,5.827734371076432,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15089,0.4230702293202293,5729.418543792561,2423.946417193893,5.819081282494263,Regular Customers,🔵 MONITOR (Low Risk)
14769,0.45215888671077353,5329.280286831505,2409.681441463405,5.806670496168928,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17811,0.4632260101010101,5199.765117131242,2408.6664486711165,5.8057874341220765,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15023,0.4632260101010101,5192.3573911276,2405.234997310528,5.802802009511011,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
18223,0.45215888671077353,5313.465594698007,2402.530687874649,5.800449211497164,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13854,0.4632260101010101,5182.635644986839,2400.7316316345286,5.798884000100717,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14800,0.4230702293202293,5660.077289071235,2394.6101966575893,5.793558241197331,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13050,0.4632260101010101,5168.6727770275365,2394.2636680201736,5.793256755028983,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
14049,0.4230702293202293,5609.346906987403,2373.1476822758796,5.7748854663515585,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13263,0.4632260101010101,5118.183925688341,2370.875918859735,5.772908991181032,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
15465,0.4632260101010101,5081.078775570162,2353.687848216292,5.757955059528374,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
17858,0.45215888671077353,5192.82701898074,2347.9828837839564,5.752991637514833,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13316,0.4230702293202293,5498.9388650754345,2326.4373266653856,5.734246613989319,Wholesale Buyers,🔵 MONITOR (Low Risk)
17719,0.37856130321621123,6134.982296815946,2322.466893491029,5.730792265473279,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16126,0.4230702293202293,5446.528663168887,2304.264130526063,5.714955533188759,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16873,0.4149621212121212,5531.534207451268,2295.377168281388,5.707223715653014,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
13418,0.45215888671077353,5068.131414788576,2291.6006582147,5.703938083740372,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12766,0.37182486631016043,6160.800244603446,2290.73872731328,5.703188188300882,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
18118,0.4632260101010101,4898.556777482988,2269.138911286706,5.684395958546197,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
16161,0.4632260101010101,4892.518473421496,2266.3418117885244,5.681962431503564,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12437,0.4632260101010101,4875.221294931576,2258.329308810634,5.674991409311275,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12583,0.4263442350332594,5229.409402338471,2229.52855131573,5.649934230523856,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
12989,0.4632260101010101,4798.518836167985,2222.7987348726383,5.644079168765467,Inactive / At-Risk Customers,🔵 MONITOR (Low Risk)
